BEN,Billed Entity Name,City,State,Applicant Type,C2 Budget Cycle,Child Entity Count,Library Square Footage,Library Multiplier,C2 Budget,C2 Budget Version,Funded C2 Budget Amount,Pending C2 Budget Amount,Available C2 Budget Amount
132906,MILWAUKEE PUBLIC LIBRARY,MILWAUKEE,WI,Library System,FY2021-2025,13,"651,808",$4.50,"$2,906,608.50",Confirmed,"$775,845.43",$0.00,"$2,130,763.07"
157900,KENOSHA PUBLIC LIBRARY,KENOSHA,WI,Library System,FY2021-2025,7,"80,018",$4.50,"$366,752.50",Confirmed,"$170,173.51",$0.00,"$196,578.99"
145824,LA CROSSE PUBLIC LIBRARY MAIN,LA CROSSE,WI,Library,FY2021-2025,0,"74,500",$4.50,"$335,250.00",Confirmed,"$107,530.88",$0.00,"$227,719.12"
133016,MADISON PUBLIC LIBRARY,MADISON,WI,Library System,FY2021-2025,9,"207,164",$4.50,"$946,888.00",Confirmed,"$41,185.62",$0.00,"$905,702.38"
132986,OREGON PUBLIC LIBRARY,OREGON,WI,Library,FY2021-2025,0,"31,257",$4.50,"$47,250.00",Confirmed,"$19,990.48",$0.00,"$27,259.52"
133255,MCMILLAN MEMORIAL LIBRARY,WISCONSIN RAPIDS,WI,Library,FY2021-2025,0,"40,000",$4.50,"$180,000.00",Confirmed,"$7,399.22",$0.00,"$172,600.78"
133022,MONONA PUBLIC LIBRARY,MADISON,WI,Library,FY2021-2025,0,"27,476",$4.50,"$123,642.00",Confirmed,"$6,466.46",$0.00,"$117,175.54"
17035827,COMMUNITY LIBRARY,SALEM,WI,Library System,FY2021-2025,2,"20,500",$4.50,"$92,250.00",Confirmed,"$5,734.34",$0.00,"$86,515.66"
133244,PORTAGE COUNTY PUBLIC LIBRARY,STEVENS POINT,WI,Library System,FY2021-2025,4,"53,512",$4.50,"$277,500.00",Confirmed,"$4,515.34",$0.00,"$272,984.66"
132961,LODI WOMAN'S CLUB PUBLIC LIB,LODI,WI,Library,FY2021-2025,0,"7,300",$4.50,"$32,850.00",Confirmed,"$3,652.01",$0.00,"$29,197.99"
133004,STOUGHTON FREE PUBLIC LIBRARY,STOUGHTON,WI,Library,FY2021-2025,0,"16,000",$4.50,"$72,000.00",Confirmed,"$3,209.39",$0.00,"$68,790.61"
132918,BELLEVILLE PUBLIC LIBRARY,BELLEVILLE,WI,Library,FY2021-2025,0,"4,600",$4.50,"$25,000.00",Confirmed,"$3,126.53",$0.00,"$21,873.47"
132995,GEORGE CULVER COMMUNITY LIBRARY,SAUK CITY,WI,Library,FY2021-2025,0,"9,600",$4.50,"$43,200.00",Confirmed,"$2,960.47",$0.00,"$40,239.53"
209200,POYNETTE PUBLIC LIBRARY,POYNETTE,WI,Library,FY2021-2025,0,"5,000",$4.50,"$25,000.00",Confirmed,"$2,076.06",$0.00,"$22,923.94"
132984,NEW GLARUS PUBLIC LIBRARY,NEW GLARUS,WI,Library,FY2021-2025,0,"2,074",$4.50,"$25,000.00",Confirmed,"$2,044.99",$0.00,"$22,955.01"
132925,BLACK EARTH PUBLIC LIBRARY,BLACK EARTH,WI,Library,FY2021-2025,0,"2,560",$4.50,"$25,000.00",Confirmed,"$2,044.99",$0.00,"$22,955.01"
132965,MARSHALL COMMUNITY LIBRARY,MARSHALL,WI,Library,FY2021-2025,0,"9,000",$4.50,"$40,500.00",Confirmed,"$1,226.53",$0.00,"$39,273.47"
189449,E. D. LOCKE PUBLIC LIBRARY,MC FARLAND,WI,Library,FY2021-2025,0,"17,820",$4.50,"$80,190.00",Confirmed,"$1,146.48",$0.00,"$79,043.52"
155627,MONTICELLO PUBLIC LIBRARY,MONTICELLO,WI,Library,FY2021-2025,0,"2,994",$4.50,"$25,000.00",Confirmed,$711.46,$0.00,"$24,288.54"
17027558,DE SOTO PUBLIC LIBRARY,DE SOTO,WI,Library,FY2021-2025,0,"1,590",$4.50,"$25,000.00",Confirmed,$300.00,$0.00,"$24,700.00"
200986,BRUCE PUBLIC LIBRARY,BRUCE,WI,Library,FY2021-2025,0,"4,509",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
168947,JEFFERSON PUBLIC LIBRARY,JEFFERSON,WI,Library,FY2021-2025,0,"12,272",$4.50,"$55,224.00",Forecast,$0.00,$0.00,"$55,224.00"
133107,GLENWOOD CITY PUBLIC LIBRARY,GLENWOOD CITY,WI,Library,FY2021-2025,0,"2,605",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133092,WAUPUN PUBLIC LIBRARY,WAUPUN,WI,Library,FY2021-2025,0,"25,647",$4.50,"$115,411.50",Forecast,$0.00,$0.00,"$115,411.50"
132932,CLINTON PUBLIC LIBRARY,CLINTON,WI,Library,FY2021-2025,0,"2,340",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
62172,STEPHENSON BRANCH LIBRARY,MARINETTE,WI,Library,FY2021-2025,0,"2,600",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132945,EDGERTON PUBLIC LIBRARY,EDGERTON,WI,Library,FY2021-2025,0,"17,652",$4.50,"$79,434.00",Forecast,$0.00,$0.00,"$79,434.00"
132789,SHEBOYGAN FALLS MEM LIBRARY,SHEBOYGAN FLS,WI,Library,FY2021-2025,0,"18,600",$4.50,"$83,700.00",Forecast,$0.00,$0.00,"$83,700.00"
208650,IRON RIDGE PUBLIC LIBRARY,IRON RIDGE,WI,Library,FY2021-2025,0,"2,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133264,CRANDON PUBLIC LIBRARY,CRANDON,WI,Library,FY2021-2025,0,"8,000",$4.50,"$36,000.00",Forecast,$0.00,$0.00,"$36,000.00"
133067,FOX LAKE PUBLIC LIBRARY,FOX LAKE,WI,Library,FY2021-2025,0,"2,400",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133340,VIOLA PUBLIC LIBRARY,VIOLA,WI,Library,FY2021-2025,0,"4,396",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
210379,CASHTON PUBLIC LIBRARY,CASHTON,WI,Library,FY2021-2025,0,"2,184",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132974,MINERAL POINT PUBLIC LIBRARY,MINERAL POINT,WI,Library,FY2021-2025,0,"10,218",$4.50,"$45,981.00",Forecast,$0.00,$0.00,"$45,981.00"
133306,ARCADIA FREE PUBLIC LIBRARY,ARCADIA,WI,Library,FY2021-2025,0,"1,419",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
156023,FLORENCE COUNTY LIBRARY,FLORENCE,WI,Library,FY2021-2025,0,"5,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133229,NEILLSVILLE FREE LIBRARY,NEILLSVILLE,WI,Library,FY2021-2025,0,"8,264",$4.50,"$37,188.00",Forecast,$0.00,$0.00,"$37,188.00"
133198,ABBOTSFORD PUBLIC LIBRARY,ABBOTSFORD,WI,Library,FY2021-2025,0,"6,000",$4.50,"$27,000.00",Forecast,$0.00,$0.00,"$27,000.00"
133081,ANGIE WILLIAMS COX LIBRARY,PARDEEVILLE,WI,Library,FY2021-2025,0,"4,992",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
156018,GREEN EARTH BRANCH LIBRARY,DE PERE,WI,Library,FY2021-2025,0,"1,822",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133078,NORTH FREEDOM PUBLIC LIBRARY,NORTH FREEDOM,WI,Library,FY2021-2025,0,"1,196",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133018,SOUTH CENTRAL LIBRARY SYSTEM,MADISON,WI,Library,FY2021-2025,0,"797,845",$4.50,"$3,590,302.50",Forecast,$0.00,$0.00,"$3,590,302.50"
133451,WINTER PUBLIC LIBRARY,WINTER,WI,Library,FY2021-2025,0,"1,200",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
182341,SHERMAN AND RUTH WEISS COMMUNITY LIBRARY,HAYWARD,WI,Library,FY2021-2025,0,"14,000",$4.50,"$63,000.00",Forecast,$0.00,$0.00,"$63,000.00"
133069,LAVALLE PUBLIC LIBRARY,LA VALLE,WI,Library,FY2021-2025,0,"1,052",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132802,BIG BEND PUBLIC LIBRARY,BIG BEND,WI,Library,FY2021-2025,0,999,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132874,WAUKESHA PUBLIC LIBRARY,WAUKESHA,WI,Library,FY2021-2025,0,"71,566",$4.50,"$322,047.00",Forecast,$0.00,$0.00,"$322,047.00"
133486,NESHKORO PUBLIC LIBRARY,NESHKORO,WI,Library,FY2021-2025,0,"1,350",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133378,INDEPENDENCE PUBLIC LIBRARY,INDEPENDENCE,WI,Library,FY2021-2025,0,"2,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132934,COBB PUBLIC LIBRARY,COBB,WI,Library,FY2021-2025,0,"2,214",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133406,BALSAM LAKE PUBLIC LIBRARY,BALSAM LAKE,WI,Library,FY2021-2025,0,"2,044",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132827,HALES CORNERS LIBRARY,HALES CORNERS,WI,Library,FY2021-2025,0,"7,438",$4.50,"$33,471.00",Forecast,$0.00,$0.00,"$33,471.00"
158215,BREWER PUBLIC LIBRARY,RICHLAND CENTER,WI,Library,FY2021-2025,0,"20,000",$4.50,"$90,000.00",Forecast,$0.00,$0.00,"$90,000.00"
227773,GERARD H. VAN HOOF LIBRARY,LITTLE CHUTE,WI,Library,FY2021-2025,0,"14,046",$4.50,"$63,207.00",Forecast,$0.00,$0.00,"$63,207.00"
158206,HAZEL GREEN PUBLIC LIBRARY,HAZEL GREEN,WI,Library,FY2021-2025,0,"2,347",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132851,POWERS MEMORIAL LIBRARY,PALMYRA,WI,Library,FY2021-2025,0,"5,703",$4.50,"$25,663.50",Forecast,$0.00,$0.00,"$25,663.50"
133428,MADELINE ISLAND PUBLIC LIBRARY,LA POINTE,WI,Library,FY2021-2025,0,"4,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
203756,SLINGER COMMUNITY LIBRARY,SLINGER,WI,Library,FY2021-2025,0,"7,200",$4.50,"$32,400.00",Forecast,$0.00,$0.00,"$32,400.00"
133396,THORP PUBLIC LIBRARY,THORP,WI,Library,FY2021-2025,0,"7,000",$4.50,"$31,500.00",Forecast,$0.00,$0.00,"$31,500.00"
222090,EVELYN GOLDBERG BRIGGS MEMORIAL LIBRARY,IRON RIVER,WI,Library,FY2021-2025,0,"2,304",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
62102,CRIVITZ BRANCH LIBRARY,CRIVITZ,WI,Library,FY2021-2025,0,"2,400",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133454,WINNEFOX LIBRARY SYSTEM,OSHKOSH,WI,Library,FY2021-2025,0,"5,539",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133350,INDIANHEAD FEDERATED LIBRARY,EAU CLAIRE,WI,Library,FY2021-2025,0,"6,000",$4.50,"$27,000.00",Forecast,$0.00,$0.00,"$27,000.00"
132970,MILTON PUBLIC LIBRARY,MILTON,WI,Library,FY2021-2025,0,"8,000",$4.50,"$36,000.00",Forecast,$0.00,$0.00,"$36,000.00"
133204,LESTER PUBLIC LIBRARY OF ARPIN,ARPIN,WI,Library,FY2021-2025,0,"2,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
62090,BONDUEL PUBLIC LIBRARY,BONDUEL,WI,Library,FY2021-2025,0,"2,200",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133038,SCHREINER MEMORIAL LIBRARY,LANCASTER,WI,Library,FY2021-2025,0,"9,020",$4.50,"$40,590.00",Forecast,$0.00,$0.00,"$40,590.00"
133404,NORTHERN WATERS LIBRARY SERV,ASHLAND,WI,Library,FY2021-2025,0,"4,800",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132921,JOHN TURGESON PUBLIC LIBRARY,BELMONT,WI,Library,FY2021-2025,0,"1,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133231,CHARLES AND JOANN LESTER LIBRARY,NEKOOSA,WI,Library,FY2021-2025,0,"8,300",$4.50,"$37,350.00",Forecast,$0.00,$0.00,"$37,350.00"
133293,EDWARD U DEMMER MEM LIBRARY,THREE LAKES,WI,Library,FY2021-2025,0,"10,000",$4.50,"$45,000.00",Forecast,$0.00,$0.00,"$45,000.00"
133248,TOMAHAWK PUBLIC LIBRARY,TOMAHAWK,WI,Library,FY2021-2025,0,"11,465",$4.50,"$51,592.50",Forecast,$0.00,$0.00,"$51,592.50"
132754,LOMIRA PUBLIC LIBRARY,LOMIRA,WI,Library,FY2021-2025,0,"6,000",$4.50,"$27,000.00",Forecast,$0.00,$0.00,"$27,000.00"
133466,COLOMA PUBLIC LIBRARY,COLOMA,WI,Library,FY2021-2025,0,"2,108",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133055,BEAVER DAM COMMUNITY LIBRARY,BEAVER DAM,WI,Library,FY2021-2025,0,"26,000",$4.50,"$117,000.00",Forecast,$0.00,$0.00,"$117,000.00"
62628,TIGERTON BRANCH LIBRARY,TIGERTON,WI,Library,FY2021-2025,0,"1,200",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133347,WILTON PUBLIC LIBRARY,WILTON,WI,Library,FY2021-2025,0,"2,200",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132924,BELOIT PUBLIC LIBRARY,BELOIT,WI,Library,FY2021-2025,0,"55,000",$4.50,"$247,500.00",Forecast,$0.00,$0.00,"$247,500.00"
62491,ELTON BRANCH LIBRARY,ELTON,WI,Library,FY2021-2025,0,144,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132752,KOHLER PUBLIC LIBRARY,KOHLER,WI,Library,FY2021-2025,0,"8,837",$4.50,"$39,766.50",Forecast,$0.00,$0.00,"$39,766.50"
150156,FREDERIC PUBLIC LIBRARY,FREDERIC,WI,Library,FY2021-2025,0,"6,183",$4.50,"$27,823.50",Forecast,$0.00,$0.00,"$27,823.50"
16064600,FITCHBURG PUBLIC LIBRARY,FITCHBURG,WI,Library,FY2021-2025,0,"38,000",$4.50,"$171,000.00",Forecast,$0.00,$0.00,"$171,000.00"
132771,OCONOMOWOC PUBLIC LIBRARY,OCONOMOWOC,WI,Library,FY2021-2025,0,"24,000",$4.50,"$108,000.00",Forecast,$0.00,$0.00,"$108,000.00"
133265,WALTER E. OLSON MEMORIAL LIBRARY,EAGLE RIVER,WI,Library,FY2021-2025,0,"6,814",$4.50,"$30,663.00",Forecast,$0.00,$0.00,"$30,663.00"
132943,DODGEVILLE PUBLIC LIBRARY,DODGEVILLE,WI,Library,FY2021-2025,0,"6,724",$4.50,"$30,258.00",Forecast,$0.00,$0.00,"$30,258.00"
156167,SURING AREA PUBLIC LIBRARY,SURING,WI,Library,FY2021-2025,0,"2,870",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133273,LAND O'LAKES PUBLIC LIBRARY,LAND O LAKES,WI,Library,FY2021-2025,0,"9,180",$4.50,"$41,310.00",Forecast,$0.00,$0.00,"$41,310.00"
158349,KENOSHA COUNTY LIBRARY SYSTEM,KENOSHA,WI,Library,FY2021-2025,0,"94,018",$4.50,"$423,081.00",Forecast,$0.00,$0.00,"$423,081.00"
132731,JACK RUSSELL MEMORIAL LIBRARY,HARTFORD,WI,Library,FY2021-2025,0,"35,500",$4.50,"$159,750.00",Forecast,$0.00,$0.00,"$159,750.00"
132747,JUNEAU PUBLIC LIBRARY,JUNEAU,WI,Library,FY2021-2025,0,"10,900",$4.50,"$49,050.00",Forecast,$0.00,$0.00,"$49,050.00"
133355,G.E. BLESKACEK MEM LIB,BLOOMER,WI,Library,FY2021-2025,0,"4,560",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
200988,CLEAR LAKE PUBLIC LIBRARY,CLEAR LAKE,WI,Library,FY2021-2025,0,"4,144",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133323,KENDALL PUBLIC LIBRARY,KENDALL,WI,Library,FY2021-2025,0,"1,386",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
16052723,IMOGENE MC GRATH MEMORIAL LIBRARY,LAKE NEBAGAMON,WI,Library,FY2021-2025,0,985,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133473,HANCOCK PUBLIC LIBRARY,HANCOCK,WI,Library,FY2021-2025,0,"1,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133074,MONTELLO PUBLIC LIBRARY,MONTELLO,WI,Library,FY2021-2025,0,"3,312",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132927,BLANCHARDVILLE PUBLIC LIBRARY,BLANCHARDVILLE,WI,Library,FY2021-2025,0,"1,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132717,CEDARBURG PUBLIC LIBRARY,CEDARBURG,WI,Library,FY2021-2025,0,"10,812",$4.50,"$48,654.00",Forecast,$0.00,$0.00,"$48,654.00"
62762,LA CROSSE PUBLIC LIBRARY NORTH,LA CROSSE,WI,Library,FY2021-2025,0,"6,160",$4.50,"$27,720.00",Forecast,$0.00,$0.00,"$27,720.00"
132781,LAKEVIEW PUBLIC LIBRARY RANDOM LAKE,RANDOM LAKE,WI,Library,FY2021-2025,0,"11,100",$4.50,"$49,950.00",Forecast,$0.00,$0.00,"$49,950.00"
148196,PEPIN PUBLIC LIBRARY,PEPIN,WI,Library,FY2021-2025,0,"3,336",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
201002,SPRING VALLEY PUBLIC LIBRARY,SPRING VALLEY,WI,Library,FY2021-2025,0,"2,700",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133064,ELROY PUBLIC LIBRARY,ELROY,WI,Library,FY2021-2025,0,"7,800",$4.50,"$35,100.00",Forecast,$0.00,$0.00,"$35,100.00"
133005,SUN PRAIRIE PUBLIC LIBRARY,SUN PRAIRIE,WI,Library,FY2021-2025,0,"36,000",$4.50,"$162,000.00",Forecast,$0.00,$0.00,"$162,000.00"
132843,MUKWONAGO PUBLIC LIBRARY,MUKWONAGO,WI,Library,FY2021-2025,0,"27,500",$4.50,"$123,750.00",Forecast,$0.00,$0.00,"$123,750.00"
16044126,POTOSI BRANCH LIBRARY,POTOSI,WI,Library,FY2021-2025,0,770,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132711,BROOKFIELD PUBLIC LIBRARY,BROOKFIELD,WI,Library,FY2021-2025,0,"50,000",$4.50,"$225,000.00",Forecast,$0.00,$0.00,"$225,000.00"
133008,VERONA PUBLIC LIBRARY,VERONA,WI,Library,FY2021-2025,0,"33,000",$4.50,"$148,500.00",Forecast,$0.00,$0.00,"$148,500.00"
62640,WHITE LAKE BRANCH LIBRARY,WHITE LAKE,WI,Library,FY2021-2025,0,425,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133012,WAUNAKEE PUBLIC LIBRARY,WAUNAKEE,WI,Library,FY2021-2025,0,"11,972",$4.50,"$53,874.00",Forecast,$0.00,$0.00,"$53,874.00"
156978,LENA PUBLIC LIBRARY,LENA,WI,Library,FY2021-2025,0,"2,160",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
