BEN,Billed Entity Name,City,State,Applicant Type,C2 Budget Cycle,Child Entity Count,Library Square Footage,Library Multiplier,C2 Budget,C2 Budget Version,Funded C2 Budget Amount,Pending C2 Budget Amount,Available C2 Budget Amount
132860,GRAHAM PUBLIC LIBRARY,UNION GROVE,WI,Library,FY2021-2025,0,"7,200",$4.50,"$32,400.00",Forecast,$0.00,$0.00,"$32,400.00"
209248,LOWELL PUBLIC LIBRARY,LOWELL,WI,Library,FY2021-2025,0,900,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132966,MAZOMANIE FREE LIBRARY,MAZOMANIE,WI,Library,FY2021-2025,0,"3,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133418,DRUMMOND PUBLIC LIBRARY,DRUMMOND,WI,Library,FY2021-2025,0,"2,700",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132929,BRODHEAD MEMORIAL PUBLIC LIBRARY,BRODHEAD,WI,Library,FY2021-2025,0,"15,000",$4.50,"$67,500.00",Forecast,$0.00,$0.00,"$67,500.00"
151854,TAYLOR MEMORIAL LIBRARY,TAYLOR,WI,Library,FY2021-2025,0,"1,887",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133072,MAUSTON PUBLIC LIBRARY,MAUSTON,WI,Library,FY2021-2025,0,"29,976",$4.50,"$134,892.00",Forecast,$0.00,$0.00,"$134,892.00"
132765,TOWN HALL LIBRARY,NORTH LAKE,WI,Library,FY2021-2025,0,"15,000",$4.50,"$67,500.00",Forecast,$0.00,$0.00,"$67,500.00"
209249,REESEVILLE PUBLIC LIBRARY,REESEVILLE,WI,Library,FY2021-2025,0,"1,025",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133335,SPARTA FREE LIBRARY,SPARTA,WI,Library,FY2021-2025,0,"11,468",$4.50,"$51,606.00",Forecast,$0.00,$0.00,"$51,606.00"
133062,COLUMBUS PUBLIC LIBRARY,COLUMBUS,WI,Library,FY2021-2025,0,"6,200",$4.50,"$27,900.00",Forecast,$0.00,$0.00,"$27,900.00"
133225,FRANCES L. SIMEK MEMORIAL LIBRARY,MEDFORD,WI,Library,FY2021-2025,0,"13,000",$4.50,"$58,500.00",Forecast,$0.00,$0.00,"$58,500.00"
154126,OSCAR GRADY LIBRARY,SAUKVILLE,WI,Library,FY2021-2025,0,"11,360",$4.50,"$51,120.00",Forecast,$0.00,$0.00,"$51,120.00"
133331,ONTARIO PUBLIC LIBRARY,ONTARIO,WI,Library,FY2021-2025,0,"7,444",$4.50,"$33,498.00",Forecast,$0.00,$0.00,"$33,498.00"
62746,LA CROSSE PUBLIC LIBRARY SOUTH,LA CROSSE,WI,Library,FY2021-2025,0,"7,200",$4.50,"$32,400.00",Forecast,$0.00,$0.00,"$32,400.00"
132777,PLYMOUTH PUBLIC LIBRARY,PLYMOUTH,WI,Library,FY2021-2025,0,"16,790",$4.50,"$75,555.00",Forecast,$0.00,$0.00,"$75,555.00"
154738,ALICE BAKER PUBLIC LIBRARY,EAGLE,WI,Library,FY2021-2025,0,"4,160",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132889,WEST ALLIS PUBLIC LIBRARY,MILWAUKEE,WI,Library,FY2021-2025,0,"47,000",$4.50,"$211,500.00",Forecast,$0.00,$0.00,"$211,500.00"
133252,WESTBORO PUBLIC LIBRARY,WESTBORO,WI,Library,FY2021-2025,0,"1,825",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
146953,ELMWOOD PUBLIC LIBRARY,ELMWOOD,WI,Library,FY2021-2025,0,"3,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133316,GALESVILLE PUBLIC LIBRARY,GALESVILLE,WI,Library,FY2021-2025,0,"4,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133077,NEW LISBON MEMORIAL LIBRARY,NEW LISBON,WI,Library,FY2021-2025,0,"4,770",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132952,HEDBERG PUBLIC LIBRARY,JANESVILLE,WI,Library,FY2021-2025,0,"65,000",$4.50,"$292,500.00",Forecast,$0.00,$0.00,"$292,500.00"
133146,KIMBERLY PUBLIC LIBRARY,KIMBERLY,WI,Library,FY2021-2025,0,"11,800",$4.50,"$53,100.00",Forecast,$0.00,$0.00,"$53,100.00"
133369,CORNELL PUBLIC LIBRARY,CORNELL,WI,Library,FY2021-2025,0,"3,313",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132774,PEWAUKEE PUBLIC LIBRARY,PEWAUKEE,WI,Library,FY2021-2025,0,"27,600",$4.50,"$124,200.00",Forecast,$0.00,$0.00,"$124,200.00"
133292,PLUM LAKE PUBLIC LIBRARY,SAYNER,WI,Library,FY2021-2025,0,"4,030",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
16044127,BRICKL MEMORIAL LIBRARY,DICKEYVILLE,WI,Library,FY2021-2025,0,"1,246",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132773,OOSTBURG PUBLIC LIBRARY,OOSTBURG,WI,Library,FY2021-2025,0,"7,000",$4.50,"$31,500.00",Forecast,$0.00,$0.00,"$31,500.00"
132998,MCCOY PUBLIC LIBRARY,SHULLSBURG,WI,Library,FY2021-2025,0,"3,115",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133200,LETTIE W. JENSEN PUBLIC LIBRARY,AMHERST,WI,Library,FY2021-2025,0,"2,536",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132799,WEST BEND COMMUNITY MEM LIB,WEST BEND,WI,Library,FY2021-2025,0,"62,000",$4.50,"$279,000.00",Forecast,$0.00,$0.00,"$279,000.00"
133168,ALGOMA PUBLIC LIBRARY,ALGOMA,WI,Library,FY2021-2025,0,"5,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133291,PRESQUE ISLE PUBLIC LIBRARY,PRESQUE ISLE,WI,Library,FY2021-2025,0,"7,190",$4.50,"$32,355.00",Forecast,$0.00,$0.00,"$32,355.00"
132916,BARNEVELD PUBLIC LIBRARY,BARNEVELD,WI,Library,FY2021-2025,0,"3,200",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132887,SHOREWOOD PUBLIC LIBRARY,SHOREWOOD,WI,Library,FY2021-2025,0,"21,000",$4.50,"$94,500.00",Forecast,$0.00,$0.00,"$94,500.00"
133432,MILLTOWN PUBLIC LIBRARY,MILLTOWN,WI,Library,FY2021-2025,0,"3,120",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133219,LOYAL PUBLIC LIBRARY,LOYAL,WI,Library,FY2021-2025,0,"6,600",$4.50,"$29,700.00",Forecast,$0.00,$0.00,"$29,700.00"
133058,JANE MORGAN MEMORIAL LIBRARY,CAMBRIA,WI,Library,FY2021-2025,0,"1,795",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
200991,PLUM CITY PUBLIC LIBRARY,PLUM CITY,WI,Library,FY2021-2025,0,"3,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
13199401,ETTRICK PUBLIC LIBRARY,ETTRICK,WI,Library,FY2021-2025,0,"2,600",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133430,LUCK PUBLIC LIBRARY,LUCK,WI,Library,FY2021-2025,0,"3,592",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132975,MONROE PUBLIC LIBRARY,MONROE,WI,Library,FY2021-2025,0,"22,420",$4.50,"$100,890.00",Forecast,$0.00,$0.00,"$100,890.00"
133383,MONDOVI PUBLIC LIBRARY,MONDOVI,WI,Library,FY2021-2025,0,"2,555",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133325,LAWTON MEMORIAL LIBRARY,LA FARGE,WI,Library,FY2021-2025,0,"2,200",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133342,MCINTOSH MEMORIAL LIBRARY,VIROQUA,WI,Library,FY2021-2025,0,"7,424",$4.50,"$33,408.00",Forecast,$0.00,$0.00,"$33,408.00"
133402,VAUGHN PUBLIC LIBRARY,ASHLAND,WI,Library,FY2021-2025,0,"15,715",$4.50,"$70,717.50",Forecast,$0.00,$0.00,"$70,717.50"
133118,PRESCOTT PUBLIC LIBRARY,PRESCOTT,WI,Library,FY2021-2025,0,"6,556",$4.50,"$29,502.00",Forecast,$0.00,$0.00,"$29,502.00"
132736,HARTLAND PUBLIC LIBRARY,HARTLAND,WI,Library,FY2021-2025,0,"21,000",$4.50,"$94,500.00",Forecast,$0.00,$0.00,"$94,500.00"
156012,CAMBRIDGE COMMUNITY LIBRARY,CAMBRIDGE,WI,Library,FY2021-2025,0,"2,121",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132893,WHITEFISH BAY LIBRARY,MILWAUKEE,WI,Library,FY2021-2025,0,"24,000",$4.50,"$108,000.00",Forecast,$0.00,$0.00,"$108,000.00"
133124,SOMERSET PUBLIC LIBRARY,SOMERSET,WI,Library,FY2021-2025,0,"3,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
200987,CENTURIA PUBLIC LIBRARY,CENTURIA,WI,Library,FY2021-2025,0,"1,426",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132914,ARGYLE PUBLIC LIBRARY,ARGYLE,WI,Library,FY2021-2025,0,900,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133443,SUPERIOR PUBLIC LIBRARY,SUPERIOR,WI,Library,FY2021-2025,0,"33,000",$4.50,"$148,500.00",Forecast,$0.00,$0.00,"$148,500.00"
133501,WAUPACA PUBLIC LIBRARY,WAUPACA,WI,Library,FY2021-2025,0,"24,000",$4.50,"$108,000.00",Forecast,$0.00,$0.00,"$108,000.00"
133051,ADAMS COUNTY LIBRARY,ADAMS,WI,Library,FY2021-2025,0,"7,300",$4.50,"$32,850.00",Forecast,$0.00,$0.00,"$32,850.00"
132948,DWIGHT FOSTER PUBLIC LIBRARY,FORT ATKINSON,WI,Library,FY2021-2025,0,"33,270",$4.50,"$149,715.00",Forecast,$0.00,$0.00,"$149,715.00"
133334,SOLDIERS GROVE PUBLIC LIBRARY,SOLDIERS GROVE,WI,Library,FY2021-2025,0,"3,357",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132797,WATERTOWN PUBLIC LIBRARY,WATERTOWN,WI,Library,FY2021-2025,0,"24,665",$4.50,"$110,992.50",Forecast,$0.00,$0.00,"$110,992.50"
133275,EDITH EVANS COMMUNITY LIBRARY,LAONA,WI,Library,FY2021-2025,0,"5,400",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133153,FARNSWORTH PUBLIC LIBRARY,OCONTO,WI,Library,FY2021-2025,0,"11,000",$4.50,"$49,500.00",Forecast,$0.00,$0.00,"$49,500.00"
178520,SPRING GREEN COMMUNITY LIBRARY,SPRING GREEN,WI,Library,FY2021-2025,0,"9,592",$4.50,"$43,164.00",Forecast,$0.00,$0.00,"$43,164.00"
133209,COLBY PUBLIC LIBRARY,COLBY,WI,Library,FY2021-2025,0,"2,400",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
208651,THE JEFFERSON PUBLIC LIBRARY,JEFFERSON,WI,Library,FY2021-2025,0,"12,272",$4.50,"$55,224.00",Forecast,$0.00,$0.00,"$55,224.00"
210255,KNUTSON MEMORIAL LIBRARY,COON VALLEY,WI,Library,FY2021-2025,0,"6,213",$4.50,"$27,958.50",Forecast,$0.00,$0.00,"$27,958.50"
154125,ELKHART LAKE PUBLIC LIBRARY,ELKHART LAKE,WI,Library,FY2021-2025,0,"3,699",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132730,USS LIBERTY MEMORIAL LIBRARY,GRAFTON,WI,Library,FY2021-2025,0,"26,650",$4.50,"$119,925.00",Forecast,$0.00,$0.00,"$119,925.00"
133270,HURLEY PUBLIC LIBRARY,HURLEY,WI,Library,FY2021-2025,0,"1,258",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
231779,WINCHESTER PUBLIC LIBRARY,WINCHESTER,WI,Library,FY2021-2025,0,"1,220",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
186770,PAULINE HAASS PUBLIC LIBRARY,SUSSEX,WI,Library,FY2021-2025,0,"23,418",$4.50,"$105,381.00",Forecast,$0.00,$0.00,"$105,381.00"
13199423,NORWALK PUBLIC LIBRARY,NORWALK,WI,Library,FY2021-2025,0,860,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
209368,KOLLER MEMORIAL LIBRARY,MANITOWISH WATERS,WI,Library,FY2021-2025,0,"4,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132787,MEAD PUBLIC LIBRARY,SHEBOYGAN,WI,Library,FY2021-2025,0,"88,000",$4.50,"$396,000.00",Forecast,$0.00,$0.00,"$396,000.00"
133493,PLAINFIELD PUBLIC LIBRARY,PLAINFIELD,WI,Library,FY2021-2025,0,"3,500",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132780,W.J. NIEDERKORN PUBLIC LIBRARY,PORT WASHINGTON,WI,Library,FY2021-2025,0,"21,434",$4.50,"$96,453.00",Forecast,$0.00,$0.00,"$96,453.00"
133491,LEON-SAXEVILLE TOWNSHIP LIBRARY,PINE RIVER,WI,Library,FY2021-2025,0,"2,572",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133487,NEW LONDON PUBLIC LIBRARY,NEW LONDON,WI,Library,FY2021-2025,0,"13,392",$4.50,"$60,264.00",Forecast,$0.00,$0.00,"$60,264.00"
133438,SHELL LAKE PUBLIC LIBRARY,SHELL LAKE,WI,Library,FY2021-2025,0,"2,780",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
62666,WITTENBERG BRANCH LIBRARY,WITTENBERG,WI,Library,FY2021-2025,0,"1,000",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133026,BLOOMINGTON PUBLIC LIBRARY,BLOOMINGTON,WI,Library,FY2021-2025,0,840,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132712,BROWNSVILLE PUBLIC LIBRARY,BROWNSVILLE,WI,Library,FY2021-2025,0,"3,200",$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133505,WEYAUWEGA PUBLIC LIBRARY,WEYAUWEGA,WI,Library,FY2021-2025,0,1,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133052,CARNEGIE-SCHADDE MEMORIAL PUBLIC LIBRARY,BARABOO,WI,Library,FY2021-2025,0,"15,000",$4.50,"$67,500.00",Forecast,$0.00,$0.00,"$67,500.00"
154935,LARSEN FAMILY PUBLIC LIBRARY,WEBSTER,WI,Library,FY2021-2025,0,"5,960",$4.50,"$26,820.00",Forecast,$0.00,$0.00,"$26,820.00"
17029415,BRILLION PUBLIC LIBRARY,BRILLION,WI,Library,FY2021-2025,0,"11,537",$4.50,"$51,916.50",Forecast,$0.00,$0.00,"$51,916.50"
133114,NEW RICHMOND COMMUNITY LIBRARY,NEW RICHMOND,WI,Library,FY2021-2025,0,"30,000",$4.50,"$135,000.00",Forecast,$0.00,$0.00,"$135,000.00"
132935,CROSS PLAINS PUBLIC LIBRARY,CROSS PLAINS,WI,Library,FY2021-2025,0,"16,500",$4.50,"$74,250.00",Forecast,$0.00,$0.00,"$74,250.00"
133188,BROWN COUNTY LIBRARY,GREEN BAY,WI,Library System,FY2021-2025,9,"105,789",$4.50,"$508,226.50",Forecast,$0.00,$0.00,"$508,226.50"
133182,DOOR COUNTY LIBRARY,STURGEON BAY,WI,Library System,FY2021-2025,8,"48,971",$4.50,"$336,003.00",Forecast,$0.00,$0.00,"$336,003.00"
62231,WAUSAUKEE BRANCH LIBRARY,WAUSAUKEE,WI,Library System,FY2021-2025,1,600,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
133163,SHAWANO CITY COUNTY LIBRARY,SHAWANO,WI,Library System,FY2021-2025,2,600,$4.50,"$25,000.00",Forecast,$0.00,$0.00,"$25,000.00"
132910,PRAIRIE LAKES LIBRARY SYSTEM,WATERFORD,WI,Library System,FY2021-2025,14,"192,402",$4.50,"$865,809.00",Forecast,$0.00,$0.00,"$865,809.00"
17028605,WINNEFOX LIBRARY SYSTEM,OSHKOSH,WI,Library System,FY2021-2025,16,"109,373",$4.50,"$492,178.50",Forecast,$0.00,$0.00,"$492,178.50"
133458,APPLETON PUBLIC LIBRARY,APPLETON,WI,Library,FY2021-2025,0,"93,910",$4.50,"$422,595.00",Forecast,$0.00,$0.00,"$422,595.00"
17049178,MARATHON COUNTY PUBLIC LIBRARY,WAUSAU,WI,Library System,FY2021-2025,9,"108,866",$4.50,"$573,889.00",Forecast,$0.00,$0.00,"$573,889.00"
157900,KENOSHA PUBLIC LIBRARY,KENOSHA,WI,Library System,FY2026-2030,7,"87,641",$5.43,"$483,949.24",Forecast,$0.00,$0.00,"$483,949.24"
158389,BEN GUTHRIE/LAC DU FLAMBEAU PUBLIC LIBRARY,LAC DU FLAMBEAU,WI,Library,FY2026-2030,0,"3,408",$5.43,"$66,385.00",Forecast,$0.00,$0.00,"$66,385.00"
133217,GREENWOOD PUBLIC LIBRARY,GREENWOOD,WI,Library,FY2026-2030,0,"1,500",$5.43,"$30,175.00",Forecast,$0.00,$0.00,"$30,175.00"
17046475,STOCKBRIDGE MUNSEE COMMUNITY,BOWLER,WI,Library,FY2026-2030,0,"4,560",$5.43,"$30,175.00",Forecast,$0.00,$0.00,"$30,175.00"
145824,LA CROSSE PUBLIC LIBRARY MAIN,LA CROSSE,WI,Library,FY2026-2030,0,"74,500",$5.43,"$404,535.00",Preliminary,$0.00,"$29,485.00","$375,050.00"
132906,MILWAUKEE PUBLIC LIBRARY,MILWAUKEE,WI,Library System,FY2026-2030,13,"654,267",$5.43,"$3,552,669.81",Forecast,$0.00,$0.00,"$3,552,669.81"
133016,MADISON PUBLIC LIBRARY,MADISON,WI,Library System,FY2026-2030,9,"207,164",$5.43,"$1,142,586.52",Forecast,$0.00,$0.00,"$1,142,586.52"
133018,SOUTH CENTRAL LIBRARY SYSTEM,MADISON,WI,Library,FY2026-2030,0,"797,845",$5.43,"$4,332,298.35",Forecast,$0.00,$0.00,"$4,332,298.35"
133244,PORTAGE COUNTY PUBLIC LIBRARY,STEVENS POINT,WI,Library System,FY2026-2030,4,"53,512",$5.43,"$334,875.00",Forecast,$0.00,$0.00,"$334,875.00"
17035827,COMMUNITY LIBRARY,SALEM,WI,Library System,FY2026-2030,2,"20,500",$5.43,"$111,315.00",Forecast,$0.00,$0.00,"$111,315.00"
133182,DOOR COUNTY LIBRARY,STURGEON BAY,WI,Library System,FY2026-2030,8,"48,971",$5.43,"$405,493.62",Forecast,$0.00,$0.00,"$405,493.62"
17028605,WINNEFOX LIBRARY SYSTEM,OSHKOSH,WI,Library System,FY2026-2030,16,"109,373",$5.43,"$593,895.39",Forecast,$0.00,$0.00,"$593,895.39"
133188,BROWN COUNTY LIBRARY,GREEN BAY,WI,Library System,FY2026-2030,9,"105,789",$5.43,"$613,293.31",Forecast,$0.00,$0.00,"$613,293.31"
133458,APPLETON PUBLIC LIBRARY,APPLETON,WI,Library,FY2026-2030,0,"93,910",$5.43,"$509,931.30",Forecast,$0.00,$0.00,"$509,931.30"
132910,PRAIRIE LAKES LIBRARY SYSTEM,WATERFORD,WI,Library System,FY2026-2030,14,"192,402",$5.43,"$1,044,742.86",Forecast,$0.00,$0.00,"$1,044,742.86"
62231,WAUSAUKEE BRANCH LIBRARY,WAUSAUKEE,WI,Library System,FY2026-2030,1,"2,600",$5.43,"$30,175.00",Forecast,$0.00,$0.00,"$30,175.00"
133163,SHAWANO CITY COUNTY LIBRARY,SHAWANO,WI,Library System,FY2026-2030,2,600,$5.43,"$30,175.00",Forecast,$0.00,$0.00,"$30,175.00"
17049178,MARATHON COUNTY PUBLIC LIBRARY,WAUSAU,WI,Library System,FY2026-2030,9,"108,866",$5.43,"$692,551.06",Forecast,$0.00,$0.00,"$692,551.06"